,error,index
0,1.2568900594468722,0.01
1,1.0433534507379005,0.06020100502512563
2,0.9491831418431645,0.11040201005025126
3,0.9024051783496309,0.1606030150753769
4,0.8740259608928144,0.21080402010050253
5,0.8537096598968212,0.2610050251256282
6,0.8382458158096702,0.31120603015075377
7,0.8259973940700139,0.3614070351758794
8,0.8160630509848886,0.41160804020100505
9,0.8079447734832511,0.4618090452261307
10,0.8011772036365555,0.5120100502512563
11,0.7953326061268214,0.5622110552763819
12,0.7902217863698134,0.6124120603015075
13,0.7857202353471932,0.6626130653266332
14,0.7816837176179214,0.7128140703517588
15,0.7780723139979913,0.7630150753768845
16,0.77487132694852,0.8132160804020101
17,0.7719719512928355,0.8634170854271357
18,0.7693634335590929,0.9136180904522614
19,0.7670160847590161,0.963819095477387
20,0.7648907238375462,1.0140201005025127
21,0.7629434900747385,1.0642211055276383
22,0.761158305740855,1.1144221105527639
23,0.7595521942547396,1.1646231155778894
24,0.7581238191287245,1.214824120603015
25,0.7568533910263979,1.2650251256281408
26,0.755699018891629,1.3152261306532664
27,0.7546247906315857,1.365427135678392
28,0.753621231483341,1.4156281407035176
29,0.7526918197313276,1.4658291457286432
30,0.7518434598287425,1.516030150753769
31,0.7510829865547947,1.5662311557788946
32,0.7504095046803575,1.6164321608040202
33,0.7498180653987262,1.6666331658291458
34,0.749305562320449,1.7168341708542714
35,0.7488621861114151,1.7670351758793972
36,0.7484898956480941,1.8172361809045228
37,0.7481826438704677,1.8674371859296484
38,0.7479147956094848,1.917638190954774
39,0.7476957214860673,1.9678391959798995
40,0.7475167806855363,2.018040201005025
41,0.7473712648381654,2.0682412060301507
42,0.7472493773882782,2.1184422110552763
43,0.7471381235240332,2.168643216080402
44,0.7470664764348468,2.2188442211055275
45,0.7470242953201629,2.269045226130653
46,0.7470063574745167,2.3192462311557787
47,0.7470045382665904,2.3694472361809042
48,0.7470151165186304,2.41964824120603
49,0.7470569186367896,2.469849246231156
50,0.7471215123661209,2.5200502512562815
